Type,adjusted_time_minutes,BID Price Predicted
bid,2347,115.93996
bid,2348,115.71629
bid,2349,115.89698
bid,2350,115.693245
bid,2351,115.87904
bid,2352,115.99828
bid,2353,116.072876
bid,2354,115.64642
bid,2355,115.857895
bid,2356,115.990234
bid,2357,116.066284
bid,2358,116.1194
bid,2359,116.15982
bid,2360,116.18956
bid,2361,116.21041
bid,2362,116.22467
bid,2363,115.632774
bid,2364,115.85521
bid,2365,115.98996
bid,2366,115.743454
bid,2367,115.90993
bid,2368,116.01984
bid,2369,115.76782
bid,2370,115.930695
bid,2371,116.03585
bid,2372,116.0994
bid,2373,115.82399
bid,2374,115.78913
bid,2375,115.94848
bid,2376,116.04276
bid,2377,116.1024
bid,2378,116.46775
bid,2379,116.70661
bid,2380,116.54518
bid,2381,116.34753
bid,2382,116.6546
bid,2383,116.84348
bid,2384,116.960335
bid,2385,117.04387
bid,2386,117.10589
bid,2387,117.15029
bid,2388,117.180954
bid,2389,117.20172
bid,2390,117.21569
bid,2391,117.22502
bid,2392,117.2312
bid,2393,116.9136
bid,2394,117.03257
bid,2395,116.78226
bid,2396,116.93714
bid,2397,117.03394
bid,2398,117.0929
bid,2399,117.13547
bid,2400,116.52588
bid,2401,116.7814
bid,2402,116.93701
bid,2403,116.702034
bid,2404,116.55732
bid,2405,116.148285
bid,2406,116.522194
bid,2407,116.75035
bid,2408,116.8902
bid,2409,116.670204
bid,2410,116.54147
bid,2411,116.14108
bid,2412,116.19709
bid,2413,116.22149
bid,2414,116.547966
bid,2415,116.75752
bid,2416,116.899
bid,2417,117.002594
bid,2418,117.00409
bid,2419,117.08462
bid,2420,117.137726
bid,2421,117.17165
bid,2422,116.87326
bid,2423,116.5772
bid,2424,116.49123
bid,2425,116.74538
bid,2426,116.64935
bid,2427,116.707054
bid,2428,116.87942
bid,2429,116.990746
bid,2430,116.42369
bid,2431,116.70932
bid,2432,116.82309
bid,2433,116.94912
bid,2434,117.035095
bid,2435,117.09746
bid,2436,117.14306
bid,2437,117.17549
bid,2438,116.4562
bid,2439,116.09708
bid,2440,116.49981
bid,2441,116.732864
bid,2442,116.55258
bid,2443,116.4514
bid,2444,116.67124
bid,2445,116.8538
bid,2446,116.64749
bid,2447,116.52294
bid,2448,116.76836
bid,2449,116.597244
bid,2450,116.16558
bid,2451,116.53464
bid,2452,116.76203
bid,2453,116.57875
bid,2454,116.79386
bid,2455,116.93826
bid,2456,116.708694
bid,2457,116.889175
bid,2458,116.6841
bid,2459,116.871155
bid,2460,116.99037
bid,2461,117.04566
bid,2462,117.105354
bid,2463,117.14863
bid,2464,117.17897
bid,2465,117.20001
bid,2466,116.892845
bid,2467,117.019035
bid,2468,116.773705
bid,2469,116.93198
bid,2470,116.70949
bid,2471,116.88611
bid,2472,116.99926
bid,2473,117.069786
bid,2474,116.798706
bid,2475,116.95264
bid,2476,117.04954
bid,2477,117.10619
bid,2478,116.824196
bid,2479,116.27109
bid,2480,116.29306
bid,2481,116.29185
bid,2482,116.27478
bid,2483,116.58373
bid,2484,116.7838
bid,2485,116.64222
bid,2486,116.83922
bid,2487,116.74332
bid,2488,116.41701
bid,2489,116.70131
bid,2490,116.87631
bid,2491,116.66094
bid,2492,116.85294
bid,2493,116.899185
bid,2494,116.54144
bid,2495,116.14023
bid,2496,116.04564
bid,2497,116.44672
bid,2498,116.68914
bid,2499,116.846085
bid,2500,116.96223
bid,2501,117.049194
bid,2502,117.11158
bid,2503,117.15483
bid,2504,116.894905
bid,2505,117.019684
bid,2506,117.095985
bid,2507,117.13896
bid,2508,117.16887
bid,2509,117.11732
bid,2510,116.83926
bid,2511,116.98326
bid,2512,116.74787
bid,2513,115.9519
bid,2514,116.08111
bid,2515,116.148346
bid,2516,116.1715
bid,2517,115.86737
bid,2518,115.99866
bid,2519,115.858055
bid,2520,115.2989
bid,2521,115.62821
bid,2522,115.55139
bid,2523,115.77046
bid,2524,115.91663
bid,2525,115.80184
bid,2526,115.9501
bid,2527,115.72882
bid,2528,115.26699
bid,2529,115.608795
bid,2530,115.81665
bid,2531,115.940865
bid,2532,115.46876
bid,2533,115.7381
bid,2534,115.90962
bid,2535,115.43237
bid,2536,115.58155
bid,2537,115.485664
bid,2538,115.414604
bid,2539,115.30461
bid,2540,115.61591
bid,2541,115.81273
bid,2542,115.94039
bid,2543,116.03305
bid,2544,116.10159
bid,2545,116.150604
bid,2546,116.18456
bid,2547,116.20773
bid,2548,116.17763
bid,2549,116.20465
bid,2550,115.9928
bid,2551,116.08497
bid,2552,116.1413
bid,2553,116.173004
bid,2554,116.14469
bid,2555,116.1801
bid,2556,116.20382
bid,2557,116.21872
bid,2558,116.14888
bid,2559,116.18518
bid,2560,116.207886
bid,2561,116.22101
bid,2562,116.23018
bid,2563,116.23714
bid,2564,116.24226
bid,2565,116.245865
bid,2566,116.24834
bid,2567,116.25002
bid,2568,116.251175
bid,2569,116.25197
bid,2570,116.2525
bid,2571,116.25288
bid,2572,116.25313
bid,2573,116.2533
bid,2574,116.253426
bid,2575,116.25351
bid,2576,116.25357
bid,2577,116.253624
bid,2578,116.0811
bid,2579,116.10037
bid,2580,116.15316
bid,2581,116.18272
bid,2582,116.202034
bid,2583,116.216866
bid,2584,116.22818
bid,2585,116.23636
bid,2586,116.24203
bid,2587,116.24595
bid,2588,116.248634
bid,2589,116.14361
bid,2590,116.18326
bid,2591,116.207245
bid,2592,116.220345
bid,2593,116.22953
bid,2594,116.23673
bid,2595,116.242134
bid,2596,115.985725
bid,2597,116.08184
bid,2598,116.14002
bid,2599,115.909775
bid,2600,116.02619
bid,2601,116.10053
bid,2602,116.46588
bid,2603,116.70268
bid,2604,116.541
bid,2605,116.45105
bid,2606,116.15253
bid,2607,116.202
bid,2608,116.22431
bid,2609,116.23004
bid,2610,116.5555
bid,2611,116.765976
bid,2612,116.90634
bid,2613,117.007904
bid,2614,117.08191
bid,2615,117.13421
bid,2616,117.17025
bid,2617,117.19476
bid,2618,117.21133
bid,2619,117.222435
bid,2620,117.2298
bid,2621,117.23462
bid,2622,117.237724
bid,2623,117.23967
bid,2624,117.240875
bid,2625,116.91992
bid,2626,117.03672
bid,2627,117.106606
bid,2628,117.14435
bid,2629,117.17097
bid,2630,117.191986
bid,2631,117.13624
bid,2632,117.1734
bid,2633,117.19669
bid,2634,117.21042
bid,2635,117.22003
bid,2636,117.22726
bid,2637,117.23253
bid,2638,117.23622
bid,2639,117.238754
bid,2640,117.240486
bid,2641,117.1372
bid,2642,117.17581
bid,2643,117.19895
bid,2644,117.18851
bid,2645,117.20569
bid,2646,117.217636
bid,2647,117.225555
bid,2648,117.23115
bid,2649,116.91355
bid,2650,116.71103
bid,2651,116.57723
bid,2652,116.4804
bid,2653,116.40964
bid,2654,116.68109
bid,2655,116.53072
bid,2656,116.75914
bid,2657,116.58975
bid,2658,116.804504
bid,2659,116.9444
bid,2660,117.033356
bid,2661,117.09648
bid,2662,117.1428
bid,2663,117.17588
bid,2664,117.19877
bid,2665,117.21433
bid,2666,117.22481
bid,2667,116.99045
bid,2668,117.08238
bid,2669,117.13761
bid,2670,117.1677
bid,2671,117.18875
bid,2672,117.02629
bid,2673,117.10319
bid,2674,116.91644
bid,2675,117.02783
bid,2676,117.09723
bid,2677,117.13894
bid,2678,117.16884
bid,2679,117.19153
bid,2680,117.20812
bid,2681,117.21973
bid,2682,117.227715
bid,2683,117.20928
bid,2684,117.183716
bid,2685,117.20513
bid,2686,117.08064
bid,2687,117.13779
bid,2688,116.53089
bid,2689,116.78299
bid,2690,116.936295
bid,2691,117.0224
bid,2692,117.08349
bid,2693,116.85134
bid,2694,116.98786
bid,2695,117.07345
bid,2696,117.1234
bid,2697,117.15825
bid,2698,117.18454
bid,2699,117.20372
bid,2700,117.217125
bid,2701,117.22627
bid,2702,117.23245
bid,2703,117.2366
bid,2704,117.239365
bid,2705,117.24117
bid,2706,117.24233
bid,2707,117.243065
bid,2708,117.2435
bid,2709,115.56941
bid,2710,116.17341
bid,2711,116.536255
bid,2712,116.732445
bid,2713,116.87066
bid,2714,116.97984
bid,2715,117.0621
bid,2716,117.002426
bid,2717,116.76376
bid,2718,116.93313
bid,2719,117.03545
bid,2720,117.09569
bid,2721,117.13859
bid,2722,117.17112
bid,2723,117.19476
bid,2724,117.2112
bid,2725,117.22233
bid,2726,117.22982
bid,2727,117.23484
bid,2728,117.238144
bid,2729,117.2403
bid,2730,117.24169
bid,2731,117.24256
bid,2732,117.24308
bid,2733,117.24339
bid,2734,117.24357
bid,2735,117.24366
bid,2736,117.243706
bid,2737,117.24374
bid,2738,117.24375
bid,2739,117.24377
bid,2740,117.2438
bid,2741,117.24381
bid,2742,117.24384
bid,2743,117.24387
bid,2744,117.24391
bid,2745,117.24395
bid,2746,117.24398
bid,2747,117.244026
bid,2748,117.24407
bid,2749,117.2441
bid,2750,117.24414
bid,2751,117.24416
bid,2752,117.24419
bid,2753,117.244225
bid,2754,117.24424
bid,2755,117.24426
bid,2756,117.24428
bid,2757,117.24429
bid,2758,117.24431
bid,2759,117.244316
bid,2760,117.24434
bid,2761,117.24435
bid,2762,117.244354
bid,2763,117.24436
bid,2764,117.24437
bid,2765,117.24437
bid,2766,117.24438
bid,2767,117.24438
bid,2768,117.244385
bid,2769,117.24441
bid,2770,117.24441
bid,2771,117.24441
bid,2772,117.190704
bid,2773,117.08627
bid,2774,117.14273
bid,2775,117.17582
bid,2776,117.194725
bid,2777,117.208435
bid,2778,116.870735
bid,2779,116.84363
bid,2780,116.80726
bid,2781,117.2731
bid,2782,117.56728
bid,2783,117.7616
bid,2784,117.903114
bid,2785,118.006966
bid,2786,117.48176
bid,2787,117.427
bid,2788,117.38543
bid,2789,117.342804
bid,2790,117.63264
bid,2791,117.49326
bid,2792,117.73188
bid,2793,117.89023
bid,2794,117.992836
bid,2795,118.06549
bid,2796,118.11824
bid,2797,118.15565
bid,2798,118.18145
bid,2799,118.199005
bid,2800,117.88771
bid,2801,118.01335
bid,2802,117.86554
bid,2803,117.987785
bid,2804,118.06479
bid,2805,118.11314
bid,2806,118.14809
bid,2807,118.17423
bid,2808,118.15263
bid,2809,118.18051
bid,2810,118.19827
bid,2811,118.20914
bid,2812,118.216644
bid,2813,118.222115
bid,2814,118.226006
bid,2815,118.228676
bid,2816,118.230484
bid,2817,118.231705
bid,2818,118.23251
bid,2819,118.23307
bid,2820,118.23343
bid,2821,118.23368
bid,2822,117.91068
bid,2823,118.02855
bid,2824,118.09853
bid,2825,118.136215
bid,2826,118.16282
bid,2827,117.94138
bid,2828,117.400375
bid,2829,117.37532
bid,2830,117.34522
bid,2831,117.30989
bid,2832,117.28419
bid,2833,117.59184
bid,2834,117.78865
bid,2835,117.918976
bid,2836,118.013596
bid,2837,117.759926
bid,2838,117.60354
bid,2839,117.66323
bid,2840,117.85282
bid,2841,117.68508
bid,2842,117.541756
bid,2843,117.45433
bid,2844,117.39353
bid,2845,117.34833
bid,2846,117.3155
bid,2847,117.61553
bid,2848,117.8056
bid,2849,117.60789
bid,2850,117.49312
bid,2851,117.42403
bid,2852,117.37323
bid,2853,117.33435
bid,2854,117.629036
bid,2855,117.49219
bid,2856,117.408775
bid,2857,117.684906
bid,2858,117.696175
bid,2859,117.73897
bid,2860,117.89947
bid,2861,118.00417
bid,2862,118.073845
bid,2863,118.12344
bid,2864,118.15901
bid,2865,118.04237
bid,2866,118.1109
bid,2867,118.152954
bid,2868,118.17705
bid,2869,118.19371
bid,2870,118.20618
bid,2871,118.21517
bid,2872,118.22137
bid,2873,118.22552
bid,2874,118.22829
bid,2875,118.230125
bid,2876,118.231346
bid,2877,118.232155
bid,2878,118.23269
bid,2879,118.23305
bid,2880,118.23329
bid,2881,118.23346
bid,2882,118.2336
bid,2883,118.23369
bid,2884,118.17213
bid,2885,118.01496
bid,2886,118.09386
bid,2887,118.13997
bid,2888,118.16602
bid,2889,118.18485
bid,2890,118.199585
bid,2891,118.21052
bid,2892,118.21823
bid,2893,118.22354
bid,2894,118.22719
bid,2895,118.22969
bid,2896,118.2314
bid,2897,118.23255
bid,2898,118.23333
bid,2899,118.23383
bid,2900,118.23417
bid,2901,118.234375
bid,2902,118.200424
bid,2903,118.21293
bid,2904,118.22034
bid,2905,118.224335
bid,2906,118.22714
bid,2907,118.229355
bid,2908,118.23101
bid,2909,118.1575
bid,2910,118.18554
bid,2911,118.202255
bid,2912,118.21132
bid,2913,118.21773
bid,2914,118.22274
bid,2915,118.22651
bid,2916,118.229164
bid,2917,117.92886
bid,2918,117.83532
bid,2919,117.97611
bid,2920,118.0562
bid,2921,118.10527
bid,2922,118.14197
bid,2923,118.17016
bid,2924,118.10979
bid,2925,118.153564
bid,2926,118.18088
bid,2927,118.19699
bid,2928,118.208206
bid,2929,118.21654
bid,2930,118.31512
bid,2931,118.609924
bid,2932,118.79865
bid,2933,118.92551
bid,2934,119.01716
bid,2935,119.08331
bid,2936,119.12964
bid,2937,119.16131
bid,2938,119.18271
bid,2939,118.98049
bid,2940,119.06949
bid,2941,119.12255
bid,2942,119.1517
bid,2943,119.172
bid,2944,119.11792
bid,2945,119.15494
bid,2946,119.177956
bid,2947,119.19143
bid,2948,119.20079
bid,2949,119.20778
bid,2950,119.212845
bid,2951,119.216385
bid,2952,119.21881
bid,2953,119.22048
bid,2954,119.22163
bid,2955,119.22243
bid,2956,118.89834
bid,2957,119.017845
bid,2958,119.088295
bid,2959,119.12614
bid,2960,119.152885
bid,2961,119.174
bid,2962,119.18986
bid,2963,119.20105
bid,2964,119.20876
bid,2965,119.21404
bid,2966,119.21767
bid,2967,119.220146
bid,2968,119.22183
bid,2969,119.22296
bid,2970,119.22371
bid,2971,119.224205
bid,2972,119.22451
bid,2973,119.2247
bid,2974,119.22482
bid,2975,118.57686
bid,2976,118.672195
bid,2977,118.86442
bid,2978,118.97036
bid,2979,119.03996
bid,2980,119.093544
bid,2981,118.9393
bid,2982,119.03987
bid,2983,119.10213
bid,2984,119.1385
bid,2985,119.16389
bid,2986,119.18291
bid,2987,119.196686
bid,2988,119.206245
bid,2989,119.212715
bid,2990,118.99431
bid,2991,119.07894
bid,2992,119.12898
bid,2993,119.15601
bid,2994,119.17503
bid,2995,119.1899
bid,2996,119.20098
bid,2997,119.208755
bid,2998,119.214066
bid,2999,119.217674
bid,3000,119.09372
bid,3001,119.14178
bid,3002,119.10517
bid,3003,119.144424
bid,3004,119.16931
bid,3005,119.185326
bid,3006,119.196976
bid,3007,119.20563
bid,3008,119.211815
bid,3009,119.21612
bid,3010,119.21906
bid,3011,119.22106
bid,3012,119.1481
bid,3013,119.17631
bid,3014,119.19297
bid,3015,119.20198
bid,3016,119.20833
bid,3017,119.2133
bid,3018,119.216995
bid,3019,119.219604
bid,3020,119.22139
bid,3021,119.222595
bid,3022,119.22342
bid,3023,119.223976
bid,3024,119.22436
bid,3025,119.22462
bid,3026,119.22478
bid,3027,119.224884
bid,3028,119.22495
bid,3029,119.225
bid,3030,119.22502
bid,3031,119.225044
bid,3032,119.16002
bid,3033,119.18389
bid,3034,118.81364
bid,3035,118.96216
bid,3036,119.050545
bid,3037,119.0993
bid,3038,119.133934
bid,3039,119.16102
bid,3040,119.18119
bid,3041,119.1954
bid,3042,119.20514
bid,3043,119.2118
bid,3044,119.216354
bid,3045,119.21945
bid,3046,119.22153
bid,3047,119.22289
bid,3048,119.09377
bid,3049,119.14205
bid,3050,118.84585
bid,3051,118.296776
bid,3052,118.3031
bid,3053,118.29117
bid,3054,118.17951
bid,3055,117.964195
bid,3056,118.05913
bid,3057,118.115425
bid,3058,118.14752
bid,3059,118.10371
bid,3060,118.14703
bid,3061,118.1758
bid,3062,118.19379
bid,3063,118.206436
bid,3064,118.215775
bid,3065,118.22251
bid,3066,118.2272
bid,3067,118.23041
bid,3068,118.232544
bid,3069,118.233955
bid,3070,118.23486
bid,3071,118.235405
bid,3072,118.2357
bid,3073,118.16392
bid,3074,118.19017
bid,3075,118.205696
bid,3076,118.21399
bid,3077,118.06884
bid,3078,118.128426
bid,3079,118.16448
bid,3080,118.18443
bid,3081,118.198456
bid,3082,118.20934
bid,3083,118.21743
bid,3084,118.223114
bid,3085,118.22701
bid,3086,118.22966
bid,3087,118.23146
bid,3088,118.232666
bid,3089,118.01788
bid,3090,118.09698
bid,3091,117.99252
bid,3092,117.94202
bid,3093,118.04028
bid,3094,117.777214
bid,3095,117.515816
bid,3096,117.50432
bid,3097,117.36366
bid,3098,117.291985
bid,3099,117.60146
bid,3100,117.47251
bid,3101,117.39359
bid,3102,117.35039
bid,3103,117.32074
bid,3104,117.034
bid,3105,117.11288
bid,3106,117.15838
bid,3107,117.18133
bid,3108,117.05141
bid,3109,117.117966
bid,3110,117.160194
bid,3111,117.18488
bid,3112,117.2022
bid,3113,117.092674
bid,3114,116.985725
bid,3115,116.894226
bid,3116,117.01425
bid,3117,117.08597
bid,3118,117.130745
bid,3119,117.037445
bid,3120,117.06206
bid,3121,117.1241
bid,3122,117.16137
bid,3123,117.18574
bid,3124,117.20356
bid,3125,117.21667
bid,3126,117.22592
bid,3127,117.23226
bid,3128,117.23653
bid,3129,117.23937
bid,3130,117.56422
bid,3131,117.77128
bid,3132,117.90796
bid,3133,118.00662
bid,3134,118.07846
bid,3135,118.12914
bid,3136,118.16395
bid,3137,118.18754
bid,3138,118.20341
bid,3139,118.21399
bid,3140,118.220985
bid,3141,118.05491
bid,3142,118.11999
bid,3143,118.1587
bid,3144,118.17965
bid,3145,118.05567
bid,3146,118.11764
bid,3147,118.15616
bid,3148,118.1783
bid,3149,118.193825
bid,3150,118.205666
bid,3151,117.730156
bid,3152,117.80004
bid,3153,117.90208
bid,3154,117.82536
bid,3155,117.95538
bid,3156,118.041534
bid,3157,118.09809
bid,3158,118.138695
bid,3159,118.16842
bid,3160,118.18961
bid,3161,118.20433
bid,3162,118.21439
bid,3163,118.22125
bid,3164,118.22589
bid,3165,118.229
bid,3166,118.23104
bid,3167,118.23237
bid,3168,118.061966
bid,3169,118.1249
bid,3170,118.162254
bid,3171,118.18235
bid,3172,118.19651
bid,3173,118.115204
bid,3174,118.157265
bid,3175,118.183174
bid,3176,118.12865
bid,3177,118.16431
bid,3178,118.11856
bid,3179,118.157455
bid,3180,118.18208
bid,3181,118.19736
bid,3182,118.20828
bid,3183,118.21642
bid,3184,118.222275
bid,3185,118.22635
bid,3186,118.22913
bid,3187,118.04377
bid,3188,118.11328
bid,3189,118.01086
bid,3190,118.08558
bid,3191,118.13244
bid,3192,118.16155
bid,3193,118.18263
bid,3194,118.19852
bid,3195,118.21001
bid,3196,118.21803
bid,3197,118.22353
bid,3198,118.22729
bid,3199,118.19285
bid,3200,118.20805
bid,3201,118.21721
bid,3202,118.22226
bid,3203,118.22579
bid,3204,118.228485
bid,3205,118.23048
bid,3206,118.18561
bid,3207,118.10854
bid,3208,118.15375
bid,3209,118.013435
bid,3210,118.08926
bid,3211,118.136284
bid,3212,118.164215
bid,3213,117.89979
bid,3214,118.018616
bid,3215,117.91881
bid,3216,118.02255
bid,3217,118.088615
bid,3218,118.13082
bid,3219,118.16138
bid,3220,118.18407
bid,3221,118.200356
bid,3222,118.21166
bid,3223,118.2194
bid,3224,118.22465
bid,3225,118.228195
bid,3226,118.23056
bid,3227,118.232124
bid,3228,118.23313
bid,3229,118.23376
bid,3230,118.234146
bid,3231,118.23436
bid,3232,118.23449
bid,3233,118.23454
bid,3234,118.23456
bid,3235,118.234566
bid,3236,118.23456
bid,3237,118.23455
bid,3238,118.23455
bid,3239,118.23454
bid,3240,118.23455
bid,3241,118.23456
bid,3242,118.23456
bid,3243,118.23457
bid,3244,118.08273
bid,3245,118.1381
bid,3246,118.17095
bid,3247,118.18864
bid,3248,118.20113
bid,3249,118.21099
bid,3250,118.13929
bid,3251,118.17338
bid,3252,118.19411
bid,3253,118.20578
bid,3254,118.213974
bid,3255,118.22026
bid,3256,118.22489
bid,3257,118.22814
bid,3258,118.230354
bid,3259,118.13596
bid,3260,118.171936
bid,3261,118.19335
bid,3262,117.936714
bid,3263,118.0426
bid,3264,118.107025
bid,3265,117.98806
bid,3266,118.06992
bid,3267,118.12317
bid,3268,118.01086
bid,3269,118.08675
bid,3270,118.135254
bid,3271,118.164536
bid,3272,118.1851
bid,3273,118.200424
bid,3274,118.21151
bid,3275,118.219215
bid,3276,118.22447
bid,3277,118.10113
bid,3278,118.149765
bid,3279,118.17878
bid,3280,118.19458
bid,3281,118.205666
bid,3282,117.89115
bid,3283,117.86769
bid,3284,117.99585
bid,3285,117.83227
bid,3286,117.96409
bid,3287,118.049706
bid,3288,118.10353
bid,3289,118.14194
bid,3290,118.17046
bid,3291,118.19101
bid,3292,118.20534
bid,3293,118.21513
bid,3294,118.16296
bid,3295,118.18892
bid,3296,118.204666
bid,3297,118.21351
bid,3298,118.0991
bid,3299,118.14767
bid,3300,118.1771
bid,3301,118.03662
bid,3302,118.105225
bid,3303,117.9667
bid,3304,118.05755
bid,3305,118.114265
bid,3306,118.148705
bid,3307,118.17339
bid,3308,118.19203
bid,3309,118.205574
bid,3310,118.007164
bid,3311,118.089386
bid,3312,118.13879
bid,3313,118.16598
bid,3314,118.185074
bid,3315,118.199905
bid,3316,118.210915
bid,3317,118.21865
bid,3318,118.14809
bid,3319,118.17931
bid,3320,118.19815
bid,3321,118.208626
bid,3322,118.21594
bid,3323,118.22159
bid,3324,118.22574
bid,3325,118.22864
bid,3326,118.23062
bid,3327,118.23196
bid,3328,118.232864
bid,3329,118.14012
bid,3330,118.17455
bid,3331,118.19501
bid,3332,118.20604
bid,3333,118.21383
bid,3334,118.21995
bid,3335,118.22454
bid,3336,118.084015
bid,3337,118.13866
bid,3338,118.17128
bid,3339,118.18906
bid,3340,118.20159
bid,3341,118.21139
bid,3342,118.21873
bid,3343,118.22389
bid,3344,117.942245
bid,3345,118.048584
bid,3346,118.11193
bid,3347,118.14624
bid,3348,118.170425
bid,3349,118.18944
bid,3350,118.20366
bid,3351,118.2137
bid,3352,118.22059
bid,3353,118.22529
bid,3354,118.2285
bid,3355,118.23068
bid,3356,118.23214
bid,3357,118.2331
bid,3358,118.233734
bid,3359,118.12626
bid,3360,118.165825
bid,3361,118.18931
bid,3362,118.201935
bid,3363,118.21084
bid,3364,118.14723
bid,3365,118.17823
bid,3366,118.19722
bid,3367,118.207985
bid,3368,118.21554
bid,3369,118.22131
bid,3370,118.22556
bid,3371,118.22855
bid,3372,117.99349
bid,3373,118.08128
bid,3374,118.13351
bid,3375,118.05988
bid,3376,118.11689
bid,3377,118.15458
bid,3378,118.17817
bid,3379,118.19484
bid,3380,118.20714
bid,3381,118.21599
bid,3382,118.22215
bid,3383,118.22638
bid,3384,118.18299
bid,3385,118.20179
bid,3386,118.21309
bid,3387,117.958755
bid,3388,118.058044
bid,3389,118.11775
bid,3390,118.15053
bid,3391,118.17367
bid,3392,118.191734
bid,3393,118.205215
bid,3394,118.03145
bid,3395,118.10476
bid,3396,118.14887
bid,3397,118.17324
bid,3398,118.19038
bid,3399,118.20366
bid,3400,118.21351
bid,3401,118.22043
bid,3402,118.15395
bid,3403,118.04622
bid,3404,118.113686
bid,3405,118.15304
bid,3406,118.175804
bid,3407,118.19229
bid,3408,118.20506
bid,3409,118.21445
bid,3410,118.22101
bid,3411,118.225494
bid,3412,118.11866
bid,3413,118.160805
bid,3414,118.18598
bid,3415,117.9262
bid,3416,118.035484
bid,3417,118.10219
bid,3418,118.139626
bid,3419,118.028275
bid,3420,118.098915
bid,3421,118.14389
bid,3422,118.170616
bid,3423,118.18927
bid,3424,118.20322
bid,3425,118.21335
bid,3426,118.220406
bid,3427,118.22522
bid,3428,118.22848
bid,3429,118.230675
bid,3430,118.23213
bid,3431,118.13642
bid,3432,118.17228
bid,3433,118.19357
bid,3434,118.20505
bid,3435,118.21313
bid,3436,118.16268
bid,3437,118.18813
bid,3438,118.203766
bid,3439,118.095634
bid,3440,117.93474
bid,3441,118.041214
bid,3442,118.10372
bid,3443,118.14021
bid,3444,118.166725
bid,3445,118.18718
bid,3446,118.20222
bid,3447,118.21275
bid,3448,118.21998
bid,3449,118.22491
bid,3450,118.228264
bid,3451,118.23054
bid,3452,118.23206
bid,3453,118.23306
bid,3454,118.23371
bid,3455,118.234116
bid,3456,118.23436
bid,3457,118.23451
bid,3458,118.23458
bid,3459,118.23463
bid,3460,118.234634
bid,3461,118.234634
bid,3462,118.234634
bid,3463,118.23463
bid,3464,118.23463
bid,3465,118.23463
bid,3466,118.08757
bid,3467,118.141174
bid,3468,118.173
bid,3469,118.19011
bid,3470,118.2022
bid,3471,118.05001
bid,3472,118.11612
bid,3473,118.15618
bid,3474,118.178505
bid,3475,118.19419
bid,3476,118.20632
bid,3477,118.16795
bid,3478,118.19155
bid,3479,118.20615
bid,3480,118.2146
bid,3481,118.10849
bid,3482,117.96776
bid,3483,118.062935
bid,3484,118.11844
bid,3485,118.15079
bid,3486,118.17435
bid,3487,118.19254
bid,3488,118.2059
bid,3489,118.215256
bid,3490,118.221664
bid,3491,118.22603
bid,3492,118.22901
bid,3493,118.23102
bid,3494,118.23236
bid,3495,118.233246
bid,3496,118.233826
bid,3497,118.23418
bid,3498,118.0478
bid,3499,117.954155
bid,3500,117.89879
bid,3501,118.01187
bid,3502,118.07953
bid,3503,118.12295
bid,3504,118.15526
bid,3505,118.17962
bid,3506,118.19717
bid,3507,118.20937
bid,3508,118.21774
bid,3509,118.223465
bid,3510,118.227356
bid,3511,118.22999
bid,3512,118.231735
bid,3513,118.23289
bid,3514,118.23362
bid,3515,118.23408
bid,3516,118.23435
bid,3517,118.234505
bid,3518,118.087524
bid,3519,118.14117
bid,3520,118.17297
bid,3521,118.190094
bid,3522,118.202156
bid,3523,118.21169
bid,3524,118.21885
bid,3525,118.223915
bid,3526,118.2274
bid,3527,118.2298
bid,3528,118.23143
bid,3529,117.89827
bid,3530,117.89494
bid,3531,118.013596
bid,3532,118.08008
bid,3533,118.12243
bid,3534,118.154594
bid,3535,118.179146
bid,3536,118.19686
bid,3537,118.20916
bid,3538,118.21759
bid,3539,118.22335
bid,3540,118.21776
bid,3541,118.223885
bid,3542,118.227715
bid,3543,118.22999
bid,3544,118.23151
bid,3545,118.2326
bid,3546,118.23334
bid,3547,118.23382
bid,3548,118.23413
bid,3549,118.234314
bid,3550,118.234436
bid,3551,118.234505
bid,3552,118.23454
bid,3553,118.234566
bid,3554,118.23457
bid,3555,118.2346
bid,3556,118.2346
bid,3557,118.234604
bid,3558,118.23462
bid,3559,118.23463
bid,3560,118.38015
bid,3561,118.65149
bid,3562,118.80431
bid,3563,118.93109
bid,3564,119.02185
bid,3565,119.08631
bid,3566,119.13134
bid,3567,119.162285
bid,3568,119.183304
bid,3569,118.87282
bid,3570,119.00131
bid,3571,119.07767
bid,3572,119.11931
bid,3573,119.148445
bid,3574,119.17102
bid,3575,119.00205
bid,3576,119.08184
bid,3577,119.129906
bid,3578,119.15682
bid,3579,119.1757
bid,3580,119.19019
bid,3581,119.20089
bid,3582,119.20838
bid,3583,119.213524
bid,3584,119.217026
bid,3585,119.21943
bid,3586,119.22107
bid,3587,119.22219
bid,3588,119.222946
bid,3589,119.223465
bid,3590,119.223816
bid,3591,119.17527
bid,3592,118.442665
bid,3593,118.728455
bid,3594,118.89648
bid,3595,118.987625
bid,3596,119.005905
bid,3597,119.0739
bid,3598,119.12208
bid,3599,119.15437
bid,3600,119.11164
bid,3601,119.151146
bid,3602,119.1761
bid,3603,119.19112
bid,3604,119.2015
bid,3605,119.2091
bid,3606,119.21448
bid,3607,119.21815
bid,3608,119.2206
bid,3609,119.2222
bid,3610,119.22323
bid,3611,119.22389
bid,3612,118.89964
bid,3613,119.01901
bid,3614,119.08932
bid,3615,119.12702
bid,3616,119.15366
bid,3617,119.17467
